"INVENTORY_ID","PLOT_ID","N","N_0_75","N_75_125","N_125_175","N_175_225","N_225_275","N_275_325","N_325_375","N_375_425","N_425_","dbh_min","dbh_max","dbh_mean","dg","G","g_min","g_max","g_mean","h_min","h_max","h_mean","Ho","Do","sp_1","sp_2","sp_3","G_sp_1","G_sp_2","G_sp_3","N_sp_1","N_sp_2","N_sp_3","G_alive","G_dead","N_alive","N_dead","slenderness","dominant_slenderness","SDI","S","S_staggered"
"IFN4","IFN4_24_1279_A_1",867.64201420675,0,509.295817894065,0,31.8309886183791,70.7355302630646,155.618166578742,84.8826363156775,0,15.278874536822,8.45,46.55,18.2210174466004,21.0591065270024,30.2211048888889,56.0793923619863,1701.88124376134,348.313064536401,3.5,19.1000003814697,9.62890915953859,17.9882769142375,36.3081586830847,21,25,43,17.8304961111111,6.11147777777778,3.975975,254.223495765454,84.8826363156775,509.295817894065,29.5070798888889,0.714025,740.318059733234,127.323954473516,52.8450685465708,49.5433466380049,1142.64988892501,18.8729656089497,35.1265470027108
"IFN4","IFN4_24_1287_A_1",590.641677696589,0,0,31.8309886183791,190.985931710274,240.50080289442,113.176848420903,14.1471060526129,0,0,16.25,33.6,24.4535928143713,24.7620384440415,28.44374375,207.394202522139,886.683110549183,481.573597395398,12.1999998092651,17.2000007629395,15.1395209992003,16.9224729287471,30.4662443621017,25,21,NA,27.78764375,0.6561,NA,576.494571643976,14.1471060526129,NA,28.44374375,NA,590.641677696589,NA,61.9112337157381,55.5449917870341,599.778151418826,24.314991801736,45.2552990394464
"IFN4","IFN4_24_1288_A_1",736.781283220081,0,381.971863420549,95.4929658551372,31.8309886183791,141.471060526129,42.4413181578388,28.2942121052258,0,15.278874536822,7.55,44.3,15.6497119815668,18.0544106642018,18.8623196111111,44.769658809063,1541.33604168586,256.009755414441,6,15,9.64854075850063,14.3696024434428,32.3151861939434,25,43,626,12.6029555555556,2.7601625,2.312846,343.067321775863,350.14087480217,15.278874536822,18.8623196111111,NA,736.781283220081,NA,61.6531522744014,44.4670266084865,1242.27022312392,25.6381069413939,47.7178937956808
"IFN4","IFN4_24_1289_A_1",1283.84987427462,0,509.295817894065,31.8309886183791,318.309886183791,268.795014999645,127.323954473516,28.2942121052258,0,0,7.9,34.1,18.7238292011019,20.1718230436315,41.0293298611111,49.0166993776348,913.268838380187,319.580432909204,7.80000019073486,19.1000003814697,12.5495868188947,17.5092956020263,31.6681848773651,21,25,43,19.9069284722222,16.6900263888889,4.432375,449.17061717046,325.383439210097,509.295817894065,41.0293298611111,NA,1283.84987427462,NA,67.0246811381732,55.2898616382056,1811.72380853917,15.9394820049143,29.6667188106875
"IFN4","IFN4_24_1291_A_1",502.222264867759,0,0,31.8309886183791,159.154943091895,212.206590789194,84.8826363156775,14.1471060526129,0,0,17.5,33.1,23.8327464788732,24.1526844365788,23.0100020833333,240.528187540469,860.490081799879,458.163719392093,9.5,17.7999992370605,14.1105633722225,16.7800313555596,29.8167294909175,25,21,NA,19.6620958333333,3.34790625,NA,392.582192960009,109.64007190775,NA,20.2783208333333,2.73168125,406.729299012621,95.4929658551372,59.2066188625424,56.2772364442953,530.799124213166,26.5925050782746,49.4942288830793
"IFN4","IFN4_24_1292_A_4",569.42101861767,0,0,63.6619772367581,350.14087480217,127.323954473516,28.2942121052258,0,0,0,15.85,29.3,21.3574534161491,21.5844222208679,20.8355145833333,197.309690104116,674.256469295075,365.907016111097,10.8000001907349,13.8999996185303,12.170186315264,13.5102660657353,26.3884352788123,25,21,NA,17.3767020833333,3.4588125,NA,459.78094670992,109.64007190775,NA,20.8355145833333,NA,569.42101861767,NA,56.9833213638746,51.1976777819142,720.828287239912,31.0183970696179,57.7317420690894
"IFN4","IFN4_24_1296_A_1",343.067321775863,0,0,0,31.8309886183791,169.765272631355,99.0297423682904,28.2942121052258,14.1471060526129,0,19.45,37.8,26.9984536082474,27.3311823916902,20.1273256944444,297.118088708663,1122.20831178881,586.687347260497,12.1999998092651,17.7000007629395,15.0020618340404,16.9327387921064,32.1094525586797,25,21,NA,19.3203229166667,0.807002777777778,NA,328.92021572325,14.1471060526129,NA,20.1273256944444,NA,343.067321775863,NA,55.5663744736016,52.7344362572424,297.328336681059,31.8847572590947,59.3442200732089
"IFN4","IFN4_24_1303_A_1",1209.5775674984,0,1018.59163578813,190.985931710274,0,0,0,0,0,0,7.65,15.05,9.42631578947368,9.65927424537519,8.86365,45.9634640174272,177.894647504931,73.2788887473452,4.19999980926514,9,5.89736841854296,8.00957766716408,14.1526761414789,43,NA,NA,8.86365,NA,NA,1209.5775674984,NA,NA,8.86365,NA,1209.5775674984,NA,62.5628140437277,56.5940857198693,5565.33768138576,35.8982701124603,66.8142092000304
"IFN4","IFN4_24_2247_A_1",440.823824599419,0,254.647908947033,63.6619772367581,63.6619772367581,28.2942121052258,0,0,5.09295817894065,25.4647908947033,7.9,61.85,14.7944961489089,18.6760671393451,12.07607475,49.0166993776348,3004.47980571928,273.943332372602,6.09999990463257,12.8000001907349,8.24425546394539,10.5332021442804,30.782489800224,43,NA,NA,12.07607475,NA,NA,440.823824599419,NA,NA,12.07607475,NA,440.823824599419,NA,55.7251519819648,34.2181617297369,703.956239334275,45.2175525551515,84.159348249057
"IFN4","IFN4_24_2248_A_1",302.182185283812,0,0,0,0,28.2942121052258,169.765272631355,84.8826363156775,14.1471060526129,5.09295817894065,24.35,42.9,31.2239700374532,31.4454655454612,23.4679306666667,465.680242537024,1445.4546338983,776.615294003033,10,15.1000003814697,12.4593632658769,13.8620032618434,35.6908202470493,43,NA,NA,23.4679306666667,NA,NA,302.182185283812,NA,NA,23.4679306666667,NA,302.182185283812,NA,39.9032001725978,38.8391277249768,209.113434645977,41.4991856505148,77.2386876302984
"IFN4","IFN4_24_2368_A_1",673.543719164901,0,127.323954473516,127.323954473516,173.302049144508,141.471060526129,70.7355302630646,28.2942121052258,0,5.09295817894065,9.35,50.4,19.9770321361059,21.3674712952332,24.1524910833333,68.6614709396134,1995.03699873566,358.588320195146,4.59999990463257,17.2000007629395,12.1915564783429,16.3307998362202,31.541425614617,43,NA,NA,24.1524910833333,NA,NA,673.543719164901,NA,NA,24.1524910833333,NA,673.543719164901,NA,61.0278663781508,51.7757188142191,866.574154730875,23.5944386318472,43.9141984771666
