fid,IFN_PLOT_ID,N,N_0_75,N_75_125,N_125_175,N_175_225,N_225_275,N_275_325,N_325_375,N_375_425,N_425_,dbh_min,dbh_max,dbh_mean,dg,G,g_min,g_max,g_mean,h_min,h_max,h_mean,Ho,Do,sp_1,sp_2,sp_3,G_sp_1,G_sp_2,G_sp_3,N_sp_1,N_sp_2,N_sp_3,G_alive,G_dead,N_alive,N_dead,slenderness,dominant_slenderness,SDI,S,S_staggered,INVENTORY_ID,Region_id,Region_name,Province_id,Province_name,N_plot,Class,Subclass,PLOT_ID,PLOT_ID_short,Slope_max,Fito-OBJECTID,Fito-ALLUE,Fito-ORDEN,Fito-Tipo_Fitoc,Fito-Asociacion,Fito-Shape_Leng,Fito-Shape_Area,Biogeo-objectid,Biogeo-descripcio,Biogeo-st_perimet,Veget-OBJECTID,Veget-SERIES,Veget-REGION,Veget-AZONAL,Veget-PISO,Veget-Ha,Veget-Shape_Leng,Veget-Shape_Area,Climate_region,X_UTM,Y_UTM,Longitude,Latitude,zone,ALT
1,IFN2_34_108,763.9437268410976,0,763.9437268410976,0,0,0,0,0,0,0,8.05,9.75,9.266666666666666,9.28439551074813,5172,50.89576448356315,74.66191290796992,67.70132168486005,4,5,4.416666666666667,5,9.75,25,NA,NA,5172,NA,NA,763.9437268410976,NA,NA,5172,NA,763.9437268410976,NA,47.66187050359713,51.282051282051285,3745.5060431154398,72.36012545582676,134.67736870885983,IFN2,7,Castilla y León,34,Palencia,108,NA,NA,34_108,34_108,5.25,447,VIII(VI),16,Oroborealoide,"Pinares de silvestre, Pinares moros, Robledales pubescentes, Hayedos, Pastos alpinos y alpinoideos",56843.2626665,68231134788,17383,Región Biogeográfica Atlántica,54.8128766254,31,18bb,II,z,G,805720.731678,3078781.66542,8057207316.78,Atlántica,363000,4746000,-4.67673688477173,42.8535425405009,30,1334.25708007812
2,IFN2_34_109,1177.7465788800255,0,636.6197723675814,381.9718634205488,159.15494309189535,0,0,0,0,0,8.35,20.05,13.154054054054052,13.48059165435076,16.8096875,54.759923447478585,315.73202518118273,142.72754259227074,5,9.5,6.324324324324324,8.295774715459478,18.9547887837492,43,NA,NA,16.8096875,NA,NA,1177.7465788800255,NA,NA,16.8096875,NA,1177.7465788800255,NA,48.078898705568115,43.76611530787313,3173.676783794454,35.12506403908636,65.37511054209237,IFN2,7,Castilla y León,34,Palencia,109,NA,NA,34_109,34_109,7.5,447,VIII(VI),16,Oroborealoide,"Pinares de silvestre, Pinares moros, Robledales pubescentes, Hayedos, Pastos alpinos y alpinoideos",56843.2626665,68231134788,17383,Región Biogeográfica Atlántica,54.8128766254,19,15a,I,z,C,12688.5155018,268923.351297,126885155018,Atlántica,364000,4746000,-4.6645029903236,42.8537210948165,30,1437.59899902344
3,IFN2_34_112,109.64007190775013,0,0,95.4929658551372,0,0,14.14710605261292,0,0,0,12.700000000000001,31.650000000000002,15.391935483870968,16.616443954029975,2.37758125,126.67686977437445,786.7510117339004,216.85330998327592,6,8,6.693548387096774,6.760406950327945,15.651440000226371,43,NA,NA,2.37758125,NA,NA,109.64007190775013,NA,NA,2.37758125,NA,109.64007190775013,NA,43.48737294351881,43.19351414457818,211.20266596339164,141.26757970019665,262.9285922051923,IFN2,7,Castilla y León,34,Palencia,112,NA,NA,34_112,34_112,12.75,334,VI(IV)2,10,Nemoral,"Quejigares, Melojares o Rebollares, Encinares alsinares, Robledales pubescentes y pedunculados, Hayedos",1816783.79757,10750988090.6,17386,Región Biogeográfica Mediterránea,89.5627819843,31,18bb,II,z,G,805720.731678,3078781.66542,8057207316.78,Mediterránea,362000,4744000,-4.68848020736899,42.8353603945998,30,1224.7080078125
4,IFN2_34_113,215.3189541207686,0,127.32395447351627,31.830988618379067,31.830988618379067,14.14710605261292,0,0,0,10.185916357881302,9.4,44.1,13.97368593955322,16.106927168930454,4.3873020277777774,69.39778171779854,1527.4502021569915,203.75828248343697,4.5,15,5.94940867279895,7.62085159520641,19.24801272981464,43,NA,NA,4.3873020277777774,NA,NA,215.3189541207686,NA,NA,4.3873020277777774,NA,215.3189541207686,NA,42.57580067660494,39.59292682408674,436.03424622184605,89.42426200516357,166.43730548724895,IFN2,7,Castilla y León,34,Palencia,113,NA,NA,34_113,34_113,7.5,334,VI(IV)2,10,Nemoral,"Quejigares, Melojares o Rebollares, Encinares alsinares, Robledales pubescentes y pedunculados, Hayedos",1816783.79757,10750988090.6,17383,Región Biogeográfica Atlántica,54.8128766254,31,18bb,II,z,G,805720.731678,3078781.66542,8057207316.78,Atlántica,364000,4744000,-4.66401962757114,42.8357185855161,30,1205.18115234375
5,IFN2_34_114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IFN2,7,Castilla y León,34,Palencia,114,NA,NA,34_114,34_114,10.25,447,VIII(VI),16,Oroborealoide,"Pinares de silvestre, Pinares moros, Robledales pubescentes, Hayedos, Pastos alpinos y alpinoideos",56843.2626665,68231134788,17386,Región Biogeográfica Mediterránea,89.5627819843,19,15a,I,z,C,12688.5155018,268923.351297,126885155018,Mediterránea,370000,4744000,-4.59063524901134,42.836761818402,30,1491.23205566406
6,IFN2_34_195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IFN2,7,Castilla y León,34,Palencia,195,NA,NA,34_195,34_195,5.25,334,VI(IV)2,10,Nemoral,"Quejigares, Melojares o Rebollares, Encinares alsinares, Robledales pubescentes y pedunculados, Hayedos",1816783.79757,10750988090.6,17386,Región Biogeográfica Mediterránea,89.5627819843,31,18bb,II,z,G,805720.731678,3078781.66542,8057207316.78,Mediterránea,345000,4742000,-4.89582602160626,42.8141046166959,30,1367.28405761719
7,IFN2_34_196,650.7668784201943,0,0,445.6338406573069,190.9859317102744,14.14710605261292,0,0,0,0,12.65,26.950000000000003,16.228260869565215,16.511040443343937,13.933627777777778,125.68137760226817,570.4366495709753,214.11089346776743,4,11,6.57336956521739,8.901878010854073,21.534444625687975,43,NA,NA,13.933627777777778,NA,NA,650.7668784201943,NA,NA,13.933627777777778,NA,650.7668784201943,NA,40.50569323509712,41.337857398166726,1266.4591226343255,44.03577469604919,81.95981181293733,IFN2,7,Castilla y León,34,Palencia,196,NA,NA,34_196,34_196,6,334,VI(IV)2,10,Nemoral,"Quejigares, Melojares o Rebollares, Encinares alsinares, Robledales pubescentes y pedunculados, Hayedos",1816783.79757,10750988090.6,17386,Región Biogeográfica Mediterránea,89.5627819843,31,18bb,II,z,G,805720.731678,3078781.66542,8057207316.78,Mediterránea,346000,4742000,-4.88360135695915,42.8143064311537,30,1311.85205078125
8,IFN2_34_197,873.5837987488477,127.32395447351627,509.29581789406507,95.4929658551372,127.32395447351627,14.14710605261292,0,0,0,0,7.5,22.55,10.77348178137652,11.659512024427663,9.327284027777777,44.178646691106465,399.37692958301096,106.77034122125862,4,10,5.591093117408907,9.030516476972986,20.04525833443895,43,42,NA,8.76228125,0.5650027777777779,NA,859.4366926962348,14.14710605261292,NA,9.327284027777777,NA,873.5837987488477,NA,51.896807651115154,45.050636546090395,2971.5037572911688,37.46580988865941,69.73172946516388,IFN2,7,Castilla y León,34,Palencia,197,NA,NA,34_197,34_197,5.5,334,VI(IV)2,10,Nemoral,"Quejigares, Melojares o Rebollares, Encinares alsinares, Robledales pubescentes y pedunculados, Hayedos",1816783.79757,10750988090.6,17386,Región Biogeográfica Mediterránea,89.5627819843,31,18bb,II,z,G,805720.731678,3078781.66542,8057207316.78,Mediterránea,346000,4740000,-4.88305514346102,42.7963059326595,30,1237.21203613281
9,IFN2_34_198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IFN2,7,Castilla y León,34,Palencia,198,NA,NA,34_198,34_198,2.25,334,VI(IV)2,10,Nemoral,"Quejigares, Melojares o Rebollares, Encinares alsinares, Robledales pubescentes y pedunculados, Hayedos",1816783.79757,10750988090.6,17386,Región Biogeográfica Mediterránea,89.5627819843,31,18bb,II,z,G,805720.731678,3078781.66542,8057207316.78,Mediterránea,348000,4740000,-4.85861251827432,42.7967053983978,30,1156.21606445312
10,IFN2_34_199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IFN2,7,Castilla y León,34,Palencia,199,NA,NA,34_199,34_199,NA,334,VI(IV)2,10,Nemoral,"Quejigares, Melojares o Rebollares, Encinares alsinares, Robledales pubescentes y pedunculados, Hayedos",1816783.79757,10750988090.6,17386,Región Biogeográfica Mediterránea,89.5627819843,31,18bb,II,z,G,805720.731678,3078781.66542,8057207316.78,Mediterránea,348000,4738000,-4.85807388000306,42.7787045872542,30,1186.34411621094
11,IFN2_34_200,986.7606471697511,0,127.32395447351627,541.1268065124441,318.3098861837907,0,0,0,0,0,11.15,21.35,16.153225806451612,16.416624638339304,20.88668125,97.64266316897927,358.0021543352334,211.66917539636026,6.5,11,8.225806451612904,10.614084601643267,20.930000095952458,21,NA,NA,20.88668125,NA,NA,986.7606471697511,NA,NA,20.88668125,NA,986.7606471697511,NA,50.923614578132806,50.71230077870792,1938.094399060899,29.992422443205317,55.822188123779455,IFN2,7,Castilla y León,34,Palencia,200,NA,NA,34_200,34_200,0.5,334,VI(IV)2,10,Nemoral,"Quejigares, Melojares o Rebollares, Encinares alsinares, Robledales pubescentes y pedunculados, Hayedos",1816783.79757,10750988090.6,17386,Región Biogeográfica Mediterránea,89.5627819843,31,18bb,II,z,G,805720.731678,3078781.66542,8057207316.78,Mediterránea,346000,4736000,-4.88196422109863,42.7603047476897,30,1181.38000488281
12,IFN2_34_201,792.2379389463234,0,0,381.9718634205488,381.9718634205488,28.29421210522584,0,0,0,0,13.95,23.200000000000003,17.435491071428572,17.55590909626809,19.177507638888887,152.84044609255193,422.73270746704264,242.06752411270503,7,11,9.102678571428571,10.37136153388109,21.052441510062753,21,NA,NA,19.177507638888887,NA,NA,792.2379389463234,NA,NA,19.177507638888887,NA,792.2379389463234,NA,52.20775562980886,49.26441205844811,1397.1721365554943,34.25598094410945,63.75756463979438,IFN2,7,Castilla y León,34,Palencia,201,NA,NA,34_201,34_201,0.25,334,VI(IV)2,10,Nemoral,"Quejigares, Melojares o Rebollares, Encinares alsinares, Robledales pubescentes y pedunculados, Hayedos",1816783.79757,10750988090.6,17386,Región Biogeográfica Mediterránea,89.5627819843,31,18bb,II,z,G,805720.731678,3078781.66542,8057207316.78,Mediterránea,347000,4736000,-4.86975004093812,42.7605048816092,30,1177.48400878906
13,IFN2_34_202,268.79501499964545,0,127.32395447351627,31.830988618379067,95.4929658551372,14.14710605261292,0,0,0,0,8.15,23.85,14.471052631578948,15.740072058953627,5.230275000000001,52.16810950826701,446.7521467991451,194.58229163985422,3.5,16,8.598684210526315,13.631768484209033,21.240579173287248,21,NA,NA,5.230275000000001,NA,NA,268.79501499964545,NA,NA,5.230275000000001,NA,268.79501499964545,NA,59.419894526277496,64.17795095414691,564.8318064929198,44.74424592394914,83.27842534737276,IFN2,7,Castilla y León,34,Palencia,202,NA,NA,34_202,34_202,0.25,334,VI(IV)2,10,Nemoral,"Quejigares, Melojares o Rebollares, Encinares alsinares, Robledales pubescentes y pedunculados, Hayedos",1816783.79757,10750988090.6,17386,Región Biogeográfica Mediterránea,89.5627819843,31,18bb,II,z,G,805720.731678,3078781.66542,8057207316.78,Mediterránea,346000,4735000,-4.88169180357824,42.7513044122913,30,1162.96398925781
14,IFN2_34_203,1994.7419534184214,0,254.64790894703253,923.098669932993,732.1127382227186,84.88263631567752,0,0,0,0,11.650000000000002,24.299999999999997,17.025975177304968,17.339239693712884,47.10171319444444,106.59620223171022,463.76976150455914,236.1293555475959,11,15.5,13.36790780141844,15.070735530263066,23.276635446446154,21,NA,NA,47.10171319444444,NA,NA,1994.7419534184214,NA,NA,47.10171319444444,NA,1994.7419534184214,NA,78.51478498122913,64.74619394601571,3588.7004169950105,14.85669441160754,27.651424019273964,IFN2,7,Castilla y León,34,Palencia,203,NA,NA,34_203,34_203,0.25,334,VI(IV)2,10,Nemoral,"Quejigares, Melojares o Rebollares, Encinares alsinares, Robledales pubescentes y pedunculados, Hayedos",1816783.79757,10750988090.6,17386,Región Biogeográfica Mediterránea,89.5627819843,31,18bb,II,z,G,805720.731678,3078781.66542,8057207316.78,Mediterránea,347000,4735000,-4.86947938892228,42.7515044835734,30,1167.46899414062
15,IFN2_34_204,1460.6886999322837,0,127.32395447351627,923.098669932993,381.9718634205488,28.29421210522584,0,0,0,0,9.1,25.15,15.931598062953995,16.25655185481326,30.318270138888888,65.03882191094269,496.7820098075624,207.56147521572814,10,14.5,11.912832929782084,13.954929658551373,22.19913936496579,21,NA,NA,30.318270138888888,NA,NA,1460.6886999322837,NA,NA,30.318270138888888,NA,1460.6886999322837,NA,74.77487746494928,62.86248051838778,2914.4106642733823,18.749665039745427,34.89705878504771,IFN2,7,Castilla y León,34,Palencia,204,NA,NA,34_204,34_204,4.75,334,VI(IV)2,10,Nemoral,"Quejigares, Melojares o Rebollares, Encinares alsinares, Robledales pubescentes y pedunculados, Hayedos",1816783.79757,10750988090.6,17386,Región Biogeográfica Mediterránea,89.5627819843,31,18bb,II,z,G,805720.731678,3078781.66542,8057207316.78,Mediterránea,345000,4734000,-4.89363003608645,42.7421027514919,30,1145.4111328125
16,IFN2_34_205,1510.203571116429,0,127.32395447351627,923.098669932993,445.6338406573069,14.14710605261292,0,0,0,0,10.299999999999999,22.6,15.500117096018737,15.754692806692718,29.44050486111111,83.32289115483526,401.14996593688073,194.94394943952494,9,12,10.230679156908666,11.659154943091897,20.86411585384794,21,NA,NA,29.44050486111111,NA,NA,1510.203571116429,NA,NA,29.44050486111111,NA,1510.203571116429,NA,66.00388302573826,55.881375586503054,3168.7374303079228,22.070652845983826,41.07811356405626,IFN2,7,Castilla y León,34,Palencia,205,NA,NA,34_205,34_205,0.5,334,VI(IV)2,10,Nemoral,"Quejigares, Melojares o Rebollares, Encinares alsinares, Robledales pubescentes y pedunculados, Hayedos",1816783.79757,10750988090.6,17386,Región Biogeográfica Mediterránea,89.5627819843,31,18bb,II,z,G,805720.731678,3078781.66542,8057207316.78,Mediterránea,346000,4734000,-4.88141951115067,42.7423040612328,30,1152.076171875
17,IFN2_34_206,1828.5134573002197,0,254.64790894703253,1241.4085561167835,318.3098861837907,14.14710605261292,0,0,0,0,8.1,23.85,14.863926499032882,15.242868929157968,33.36733125,51.52997350050658,446.7521467991451,182.48337805107818,4.5,15,12.24081237911025,14.72989047335496,21.243489946182375,21,NA,NA,33.36733125,NA,NA,1828.5134573002197,NA,NA,33.36733125,NA,1828.5134573002197,NA,82.3524818957272,69.33837382968254,4045.4775640659714,15.876376957399904,29.54926708298591,IFN2,7,Castilla y León,34,Palencia,206,NA,NA,34_206,34_206,0.5,334,VI(IV)2,10,Nemoral,"Quejigares, Melojares o Rebollares, Encinares alsinares, Robledales pubescentes y pedunculados, Hayedos",1816783.79757,10750988090.6,17386,Región Biogeográfica Mediterránea,89.5627819843,31,18bb,II,z,G,805720.731678,3078781.66542,8057207316.78,Mediterránea,347000,4734000,-4.86920886118964,42.7425040698955,30,1152.83703613281
18,IFN2_34_207,2107.9188018393247,0,254.64790894703253,1305.0705333535418,477.464829275686,70.73553026306459,0,0,0,0,9.25,26,15.691191275167787,16.085646792035462,42.83717430555555,67.20063035569417,530.929158456675,203.22022967951494,10,15.5,12.467281879194632,14.889045416446857,23.505211408155716,21,NA,NA,42.83717430555555,NA,NA,2107.9188018393247,NA,NA,42.83717430555555,NA,2107.9188018393247,NA,79.45401761130032,63.34359286503049,4277.733784330638,14.628715928672488,27.2271082512938,IFN2,7,Castilla y León,34,Palencia,207,NA,NA,34_207,34_207,0.5,334,VI(IV)2,10,Nemoral,"Quejigares, Melojares o Rebollares, Encinares alsinares, Robledales pubescentes y pedunculados, Hayedos",1816783.79757,10750988090.6,17386,Región Biogeográfica Mediterránea,89.5627819843,31,18bb,II,z,G,805720.731678,3078781.66542,8057207316.78,Mediterránea,345000,4733000,-4.8933561048659,42.7331024477829,30,1149.45703125
19,IFN2_34_208,1789.6089156555342,0,509.29581789406507,827.6057040778558,381.9718634205488,70.73553026306459,0,0,0,0,9.2,24.049999999999997,15.028063241106718,15.477127711996136,33.66888611111111,66.47610054996001,454.2762612044925,188.1354401879373,7.5,12.5,9.403162055335969,11.848826363156777,22.566165991708857,21,25,NA,24.93531736111111,8.73356875,NA,1089.3271660511948,700.2817496043394,NA,33.66888611111111,NA,1789.6089156555342,NA,62.57068462165646,52.507042479037914,3863.65919074983,19.950123909892852,37.131364500470525,IFN2,7,Castilla y León,34,Palencia,208,NA,NA,34_208,34_208,0.25,334,VI(IV)2,10,Nemoral,"Quejigares, Melojares o Rebollares, Encinares alsinares, Robledales pubescentes y pedunculados, Hayedos",1816783.79757,10750988090.6,17386,Región Biogeográfica Mediterránea,89.5627819843,31,18bb,II,z,G,805720.731678,3078781.66542,8057207316.78,Mediterránea,346000,4733000,-4.88114734374836,42.7333036945154,30,1134.43103027344
20,IFN2_34_209,435.02351111784725,0,0,127.32395447351627,222.81692032865345,84.88263631567752,0,0,0,0,14.649999999999999,26.950000000000003,18.776422764227643,19.045388661518377,12.393166666666666,168.5641173237688,570.4366495709753,284.88498552229686,5.5,10.5,7.430894308943089,9.15430365493335,23.63560287631001,26,21,NA,6.364304166666666,6.028862499999999,NA,180.37560217081472,254.64790894703253,NA,12.393166666666666,NA,435.02351111784725,NA,39.57566572851267,38.730992828233376,673.1994467122745,52.374310808979686,97.47957626192022,IFN2,7,Castilla y León,34,Palencia,209,NA,NA,34_209,34_209,0.5,334,VI(IV)2,10,Nemoral,"Quejigares, Melojares o Rebollares, Encinares alsinares, Robledales pubescentes y pedunculados, Hayedos",1816783.79757,10750988090.6,17386,Región Biogeográfica Mediterránea,89.5627819843,31,18bb,II,z,G,805720.731678,3078781.66542,8057207316.78,Mediterránea,346000,4732000,-4.88087530130382,42.7243033121403,30,1136.78002929688
21,IFN2_34_210,1446.541593879671,0,159.15494309189535,859.4366926962348,413.8028520389279,14.14710605261292,0,0,0,0,11.3,25.35,15.684352078239607,15.957616924130951,28.9305625,100.28749148422018,504.71453125787673,199.998137781903,6,10,8.10880195599022,9.81830988618379,21.538184781412646,21,25,26,14.18294375,10.742956249999999,4.0046625,636.6197723675814,668.4507609859604,141.47106052612918,28.9305625,NA,1446.541593879671,NA,51.699948557265124,45.58559593497845,2973.4520757065197,26.77921252121689,49.84173059034445,IFN2,7,Castilla y León,34,Palencia,210,NA,NA,34_210,34_210,1,334,VI(IV)2,10,Nemoral,"Quejigares, Melojares o Rebollares, Encinares alsinares, Robledales pubescentes y pedunculados, Hayedos",1816783.79757,10750988090.6,17386,Región Biogeográfica Mediterránea,89.5627819843,31,18bb,II,z,G,805720.731678,3078781.66542,8057207316.78,Mediterránea,346000,4731000,-4.88060338374961,42.7153029141085,30,1136.98010253906
22,IFN2_34_211,367.8247573679359,0,0,159.15494309189535,95.4929658551372,113.17684842090335,0,0,0,0,13.3,25.549999999999997,19.227403846153845,19.606787850326025,11.105643749999999,138.92908112337463,512.7098845612627,301.9275763129506,7,10.5,8.610576923076923,9.87136153388109,23.789327166051194,21,NA,NA,11.105643749999999,NA,NA,367.8247573679359,NA,NA,11.105643749999999,NA,367.8247573679359,NA,44.78283699647439,41.49491688007099,543.2782509911495,52.82049458283494,98.31001783792465,IFN2,7,Castilla y León,34,Palencia,211,NA,NA,34_211,34_211,0.25,334,VI(IV)2,10,Nemoral,"Quejigares, Melojares o Rebollares, Encinares alsinares, Robledales pubescentes y pedunculados, Hayedos",1816783.79757,10750988090.6,17386,Región Biogeográfica Mediterránea,89.5627819843,31,18bb,II,z,G,805720.731678,3078781.66542,8057207316.78,Mediterránea,347000,4730000,-4.86812799174953,42.7065022587853,30,1117.97106933594
23,IFN2_34_212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IFN2,7,Castilla y León,34,Palencia,212,NA,NA,34_212,34_212,NA,334,VI(IV)2,10,Nemoral,"Quejigares, Melojares o Rebollares, Encinares alsinares, Robledales pubescentes y pedunculados, Hayedos",1816783.79757,10750988090.6,17386,Región Biogeográfica Mediterránea,89.5627819843,31,18bb,II,z,G,805720.731678,3078781.66542,8057207316.78,Mediterránea,348000,4730000,-4.85592426853258,42.7067007176608,30,1107.90002441406
24,IFN2_34_213,1443.0048173665177,0,1018.5916357881301,222.81692032865345,159.15494309189535,42.44131815783876,0,0,0,0,8.5,26.1,12.347794117647059,12.97078306176208,19.067337499999997,56.74501730546564,535.0210828879758,132.13633988275848,4.5,12.5,6.46078431372549,10.512832594407218,22.20375602170815,21,25,26,10.239199999999999,6.4313875,1.6311250000000002,664.9139844728072,604.7887837492023,45.978094670991986,19.067337499999997,NA,1443.0048173665177,NA,52.32338871355129,47.347091114354896,4136.668799402819,25.040693976910976,46.60598298040406,IFN2,7,Castilla y León,34,Palencia,213,NA,NA,34_213,34_213,2.75,334,VI(IV)2,10,Nemoral,"Quejigares, Melojares o Rebollares, Encinares alsinares, Robledales pubescentes y pedunculados, Hayedos",1816783.79757,10750988090.6,17386,Región Biogeográfica Mediterránea,89.5627819843,27,18a,II,z,G,1162167.51776,6176518.66068,11621675177.6,Mediterránea,346000,4729000,-4.88005992304265,42.6973020710801,30,1114.46105957031
25,IFN2_34_214,965.5399880908317,0,127.32395447351627,700.2817496043394,95.4929658551372,42.44131815783876,0,0,0,0,12.1,25.3,14.717032967032967,15.009439947772455,17.08398263888889,114.9901451030204,502.7255104090727,176.9370802826008,6,10.5,7.476190476190476,9.437245775985605,21.59154943091896,21,26,NA,12.54634375,4.53763888888889,NA,827.6057040778558,137.93428401297595,NA,17.08398263888889,NA,965.5399880908317,NA,50.799576877605624,43.708052570194575,2189.772393327258,34.101195298397165,63.46947609175615,IFN2,7,Castilla y León,34,Palencia,214,NA,NA,34_214,34_214,0.25,334,VI(IV)2,10,Nemoral,"Quejigares, Melojares o Rebollares, Encinares alsinares, Robledales pubescentes y pedunculados, Hayedos",1816783.79757,10750988090.6,17386,Región Biogeográfica Mediterránea,89.5627819843,31,18bb,II,z,G,805720.731678,3078781.66542,8057207316.78,Mediterránea,347000,4729000,-4.86785808442722,42.697501766914,30,1122.958984375
26,IFN2_34_215,1407.6370522349855,0,923.098669932993,286.4788975654116,127.32395447351627,56.58842421045168,14.14710605261292,0,0,0,7.6,27.900000000000002,12.356532663316584,13.260037915769251,19.438829166666665,45.36459791783661,611.3617843702078,138.09546385414146,4.5,11,6.998743718592965,9.782942121052256,24.007433673023478,21,25,26,9.574010416666667,6.400662499999999,3.4641562500000003,615.399113288662,604.7887837492023,187.44915519712117,19.438829166666665,NA,1407.6370522349855,NA,56.64002928079058,40.74963719277122,3894.93356672126,27.244897033653288,50.708467130508254,IFN2,7,Castilla y León,34,Palencia,215,NA,NA,34_215,34_215,1,334,VI(IV)2,10,Nemoral,"Quejigares, Melojares o Rebollares, Encinares alsinares, Robledales pubescentes y pedunculados, Hayedos",1816783.79757,10750988090.6,17386,Región Biogeográfica Mediterránea,89.5627819843,31,18bb,II,z,G,805720.731678,3078781.66542,8057207316.78,Mediterránea,348000,4729000,-4.85565612193049,42.6977001636658,30,1095.26403808594
27,IFN2_34_216,954.929658551372,0,0,763.9437268410976,190.9859317102744,0,0,0,0,0,12.6,21.35,16065,16.209326019301358,19.705668749999997,124.68981242097888,358.0021543352334,206.35728059691323,7,14.5,11.450000000000001,13.295774715459476,19.975493061807597,21,NA,NA,19.705668749999997,NA,NA,954.929658551372,NA,NA,19.705668749999997,NA,954.929658551372,NA,71.2729536258948,66.56043319842004,1914.2221594540454,24.338884020275767,45.29976746878214,IFN2,7,Castilla y León,34,Palencia,216,NA,NA,34_216,34_216,0.5,334,VI(IV)2,10,Nemoral,"Quejigares, Melojares o Rebollares, Encinares alsinares, Robledales pubescentes y pedunculados, Hayedos",1816783.79757,10750988090.6,17386,Región Biogeográfica Mediterránea,89.5627819843,27,18a,II,z,G,1162167.51776,6176518.66068,11621675177.6,Mediterránea,346000,4728000,-4.87978837975529,42.6883016260856,30,1113.15307617188
28,IFN2_34_217,760.4069503279444,0,286.4788975654116,318.3098861837907,0,155.61816657874212,0,0,0,0,8.600000000000001,26.400000000000002,15.085348837209303,16.1970995824475,15.667888194444446,58.08804816487529,547.3911039614857,206.0460939722773,5,10,6.734883720930233,9.56588424210452,25.705414787367232,26,21,25,9.401425694444445,4.2366125,2.02985,251.1111324338793,222.81692032865345,286.4788975654116,15.667888194444446,NA,760.4069503279444,NA,44.645197095595606,37.2134988726407,1526.1351731410552,37.909830268579476,70.55814451135181,IFN2,7,Castilla y León,34,Palencia,217,NA,NA,34_217,34_217,0.25,334,VI(IV)2,10,Nemoral,"Quejigares, Melojares o Rebollares, Encinares alsinares, Robledales pubescentes y pedunculados, Hayedos",1816783.79757,10750988090.6,17386,Región Biogeográfica Mediterránea,89.5627819843,27,18a,II,z,G,1162167.51776,6176518.66068,11621675177.6,Mediterránea,347000,4728000,-4.86758830098622,42.6885012594075,30,1112.65502929688
29,IFN2_34_218,824.0689275647026,0,127.32395447351627,381.9718634205488,286.4788975654116,28.29421210522584,0,0,0,0,12.35,23.450000000000003,16.216523605150215,16.518089641593708,17.65928263888889,119.79089137678729,431.8924135476654,214.29375684720685,6,10,7.502145922746781,9.570735530263066,22.01287971259537,21,26,NA,13.80981875,3.8494638888888892,NA,700.2817496043394,123.78717796036304,NA,17.65928263888889,NA,824.0689275647026,NA,46.262356257195414,43.4778895592968,1602.6243752224377,36.39761401165596,67.7435929179394,IFN2,7,Castilla y León,34,Palencia,218,NA,NA,34_218,34_218,0.75,334,VI(IV)2,10,Nemoral,"Quejigares, Melojares o Rebollares, Encinares alsinares, Robledales pubescentes y pedunculados, Hayedos",1816783.79757,10750988090.6,17386,Región Biogeográfica Mediterránea,89.5627819843,27,18a,II,z,G,1162167.51776,6176518.66068,11621675177.6,Mediterránea,348000,4728000,-4.85538809840264,42.6886995940535,30,1089.58801269531
30,IFN2_34_219,1687.0423967740905,0,1018.5916357881301,636.6197723675814,31.830988618379067,0,0,0,0,0,8.3,17.799999999999997,12.191509433962263,12.407980161900372,20.39943125,54.106079476450226,248.84555409084746,120.91830821209442,4.5,8.5,6.462264150943396,8.136619772367581,16.86619724391353,21,NA,NA,20.39943125,NA,NA,1687.0423967740905,NA,NA,20.39943125,NA,1687.0423967740905,NA,53.00626789445175,48.24217133654017,5193.133183111629,29.922162684832465,55.691419978697226,IFN2,7,Castilla y León,34,Palencia,219,NA,NA,34_219,34_219,1.25,334,VI(IV)2,10,Nemoral,"Quejigares, Melojares o Rebollares, Encinares alsinares, Robledales pubescentes y pedunculados, Hayedos",1816783.79757,10750988090.6,17386,Región Biogeográfica Mediterránea,89.5627819843,27,18a,II,z,G,1162167.51776,6176518.66068,11621675177.6,Mediterránea,345000,4727000,-4.89171515626439,42.6791002963788,30,1088.23706054688
