"species","model","bic","r_squared","rmse","mae","bias","aic","loglik","results_key"
"DF","lebedev_M3",19266.3361211788,-1.22124532708767e-14,12.0497606915069,10.1154316110969,-6.10340415793166e-07,19248.9099332586,-9621.45496662928,"DF_lebedev_M3"
"DF","lebedev_M9",19268.6394458182,-0.000935987982696895,12.0553985881653,10.1224539230434,-0.0241727304255329,19251.2132578979,-9622.60662894896,"DF_lebedev_M9"
"DF","lebedev_M5",19269.2804239418,-0.00119661413853023,12.0569679930664,10.131039312034,-0.0980355859830791,19251.8542360216,-9622.92711801078,"DF_lebedev_M5"
"DF","elmamoun_2013_M6",20741.7432995045,-0.820792421449138,16.2595544391738,13.2756437373616,-11.2770650838499,20724.3171115843,-10359.1585557921,"DF_elmamoun_2013_M6"
"DF","huang_1992_VI",20939.1314805676,-0.966536782158999,16.8977725025599,9.9348212820082,9.20889919688664,20915.8965633406,-10453.9482816703,"DF_huang_1992_VI"
"DF","lebedev_M8",22644.5552179522,-2.94379804981288,23.9296174509859,21.0477936658342,-18.9012227422398,22627.129030032,-11310.564515016,"DF_lebedev_M8"
"DF","elmamoun_2013_M22",22720.0196246649,-3.05367629876819,24.2606791763157,21.0671343115819,-21.0671343115819,22696.7847074379,-11344.392353719,"DF_elmamoun_2013_M22"
"DF","elmamoun_2013_M5",22720.5612400564,-3.05456816513336,24.2633478765476,21.0696988021072,-21.0682599381059,22697.3263228295,-11344.6631614147,"DF_elmamoun_2013_M5"
"DF","logistic_model_13",22718.6179325745,-3.06423920644638,24.292267365955,21.0920573205967,-21.0912963685157,22701.1917446543,-11347.5958723271,"DF_logistic_model_13"
"DF","elmamoun_2013_M11",NA,NA,NA,NA,NA,NA,NA,"DF_elmamoun_2013_M11"
"DF","hanus_1999",NA,NA,NA,NA,NA,NA,NA,"DF_hanus_1999"
"DF","lebedev_M2",NA,NA,NA,NA,NA,NA,NA,"DF_lebedev_M2"
"DF","lebedev_M4",NA,NA,NA,NA,NA,NA,NA,"DF_lebedev_M4"
"DF","lebedev_M6",NA,NA,NA,NA,NA,NA,NA,"DF_lebedev_M6"
"DF","lebedev_M14",NA,NA,NA,NA,NA,NA,NA,"DF_lebedev_M14"
"DF","lebedev_M17",NA,NA,NA,NA,NA,NA,NA,"DF_lebedev_M17"
"DF","lebedev_M22",NA,NA,NA,NA,NA,NA,NA,"DF_lebedev_M22"
"DF","lebedev_M16_b",NA,NA,NA,NA,NA,NA,NA,"DF_lebedev_M16_b"
"DF","lebedev_M29_b",NA,NA,NA,NA,NA,NA,NA,"DF_lebedev_M29_b"
"PM","elmamoun_2013_M5",1306.77934904071,0.676317648277423,3.63946232290895,2.70351846415659,-0.0431183275410998,1292.90710847617,-642.453554238086,"PM_elmamoun_2013_M5"
