"species","model","term","estimate","std.error","statistic","p.value"
"PM","huang_1992_III","a",21.2507683834132,1.5289915471816,13.8985519067027,2.01834672230114e-32
"PM","huang_1992_III","b",0.0679478126261498,0.0191907282369714,3.54065837351845,0.000481486613757711
"PM","huang_1992_III","c",1.08688338866205,0.229917202843839,4.72728171367092,3.93077642977918e-06
"PM","chapman_richards_model","a",21.2509183026102,1.52905272949788,13.8980938280583,2.02543405931012e-32
"PM","chapman_richards_model","b",-0.0679460398659201,0.0191905847535005,-3.54059246962374,0.0004816007185665
"PM","chapman_richards_model","c",1.08686769077266,0.229912626658551,4.72730752794535,3.9303205833776e-06
"PM","elmamoun_2013_M10","a",3.19692548989091,0.0466985946492738,68.4587087449027,3.19530512063028e-157
"PM","elmamoun_2013_M10","b",-11.5095930320284,1.07865411496453,-10.6703278394362,6.23657718570138e-22
"PM","wykoff_1982_II","a",3.19692548989091,0.0466985946492738,68.4587087449027,3.19530512063028e-157
"PM","wykoff_1982_II","b",-11.5095930320284,1.07865411496453,-10.6703278394362,6.23657718570138e-22
"PM","wykoff_1982_III","a",3.19692548989091,0.0466985946492738,68.4587087449027,3.19530512063028e-157
"PM","wykoff_1982_III","b",-11.5095930320284,1.07865411496453,-10.6703278394362,6.23657718570138e-22
"PM","hui_gadow_1993_II","a",24.4571208115242,1.14210923511868,21.4139944407181,3.78455991968287e-57
"PM","hui_gadow_1993_II","b",-11.5094914835435,1.07864832666504,-10.6702909549106,6.23824501590301e-22
"PM","elmamoun_2013_M8","a",0.526826754845397,0.00539261871015269,97.694048691694,2.89330250991909e-192
"PM","elmamoun_2013_M8","b",1.24107305405806,0.12242272090623,10.1376039093974,2.86794002060541e-20
"PM","elmamoun_2013_M4","a",3.99641629250255,2.45526337084481,1.62769352565524,0.104935571904161
"PM","elmamoun_2013_M4","b",0.370576966910804,0.266275050689883,1.39170743166019,0.165332488903121
"PM","elmamoun_2013_M4","c",0.0422756001243395,0.0066211007916297,6.38498060289064,9.12893466686941e-10
"PM","elmamoun_2013_M15","a",0.671264372301929,0.00410031501219967,163.710439394221,3.67161687843834e-244
"PM","elmamoun_2013_M15","b",0.934948643004943,0.0919411265485302,10.1689926815443,2.29327210049553e-20
"PM","huang_1992_V","a",30.1075635056169,2.42747276990463,12.4028429397376,1.65265062889021e-27
"PM","huang_1992_V","b",19.6666882541628,3.51796605000127,5.59035760284147,6.26409350534228e-08
"PM","curtis_1967_II","a",1.53089461160051,0.154896132628449,9.88336239015525,1.73762929437151e-19
"PM","curtis_1967_II","b",0.0508475940789222,0.0090955848909576,5.5903600140627,6.26401674415557e-08
"PM","hyperbolic_model_I","a",30.1078690061972,2.42753024871587,12.4026751148101,1.65474424334702e-27
"PM","hyperbolic_model_I","b",19.6671401165428,3.51805580302756,5.59034342195983,6.26454497202739e-08
"PM","elmamoun_2013_M16","a",24.0383024074316,1.10737376213015,21.7074877782832,4.50065422933751e-58
"PM","elmamoun_2013_M16","b",10.8208658700085,1.03731543930689,10.4316059126998,3.49694049896101e-21
"PM","elmamoun_2013_M12","a",30.7196790448454,3.08692219414231,9.95155598775329,1.0736277870041e-19
"PM","elmamoun_2013_M12","b",24.5825621067507,4.94526637552788,4.97092780045172,1.28475123300641e-06
"PM","huang_2000_I","a",25.9522202958121,3.83168729727147,6.77305277867861,1.00977971868251e-10
"PM","huang_2000_I","b",25.752039226303,9.18139258029358,2.80480754973659,0.00545783646983181
"PM","huang_2000_I","c",1.20643968939545,0.226132568779024,5.33509921153544,2.2515968463102e-07
"PM","peschel_1938","a",25.9520999342601,3.83158867758061,6.77319569454599,1.00894584817138e-10
"PM","peschel_1938","b",0.03883000771151,0.0138444768763245,2.80472913916402,0.00545912033455965
"PM","peschel_1938","c",1.20645936328728,0.226134862460131,5.33513209843965,2.25123312172935e-07
"PM","ratkowsky_1986","beta0",25.9521626929979,3.8316170297285,6.77316195528987,1.00914264533332e-10
"PM","ratkowsky_1986","beta1",0.0388297982309663,0.0138443867322016,2.80473227034676,0.00545906906051205
"PM","ratkowsky_1986","beta2",1.20645886872991,0.226134797084074,5.33513145383532,2.25124025041446e-07
"PM","hyperbolic_model_II","a",1.22016127031375,0.120444780927274,10.1304619504476,3.01752670315931e-20
"PM","hyperbolic_model_II","b",0.193913907739834,0.00522222548916637,37.1324271887748,2.67544899938191e-100
"PM","peschel_1938_II","a",0.193913922299606,0.00522222501366049,37.1324333578807,2.67535969140206e-100
"PM","peschel_1938_II","b",1.22016091895392,0.12044476175437,10.1304606458707,3.01755472417494e-20
"PM","elmamoun_2013_M17","a",3.16378858948924,0.0454531778850468,69.6054431549452,7.73489808647555e-159
"PM","elmamoun_2013_M17","b",-10.1899385941551,0.997547215200175,-10.2149937756183,1.65170006305424e-20
"PM","schumacher_1939","beta0",23.6599930939854,1.07541907232439,22.0007192571424,5.41475908337034e-59
"PM","schumacher_1939","beta1",-10.1898666620962,0.997543065171848,-10.2149641633174,1.65204932092404e-20
"PM","elmamoun_2013_M2","a",23.6599930939854,1.07541907232439,22.0007192571424,5.41475908337034e-59
"PM","elmamoun_2013_M2","b",-10.1898666620962,0.997543065171848,-10.2149641633174,1.65204932092404e-20
"PM","lundqvist_1989","a",29.9913995011081,7.79134181807216,3.84932405757664,0.000152866526344804
"PM","lundqvist_1989","b",6.08225325766777,1.81417632771106,3.35262519125786,0.000933441994927702
"PM","lundqvist_1989","c",0.693453985468819,0.211067377123743,3.28546265613689,0.00117435686641659
"PM","huang_1992_IV","a",0.50795202677524,0.377721807614285,1.34477813177772,0.179998887901323
"PM","huang_1992_IV","b",2.02795922265497,0.645137361239617,3.14345338604835,0.00188552040397611
"PM","huang_1992_IV","c",0.193073647522525,0.0342919385743407,5.63029258622883,5.13186246035691e-08
"PM","wykoff_1982_I","a",3.21534402013173,0.0409283674788168,78.5602802700569,1.10861785272265e-170
"PM","wykoff_1982_I","b",9.91554289453244,0.914434429883254,10.8433612848527,1.77311010285376e-22
"PM","exponential_model","a",3.21533979690814,0.0409281915744929,78.5605147262846,1.10786899145669e-170
"PM","exponential_model","b",-9.91544002207073,0.914428302998748,-10.8433214387113,1.77362503470802e-22
"PM","flewelling_jong_1994","a",41.0790936195787,16.0807410353966,2.55455227648751,0.011267113859751
"PM","flewelling_jong_1994","b",4.21308115967508,0.576541228359676,7.30751063833157,4.26553728641409e-12
"PM","flewelling_jong_1994","c",0.482238862834237,0.168823245212862,2.85647194037884,0.00466914728164903
"PM","elmamoun_2013_M18","a",1.8964685869309,0.326614726805805,5.80643930381769,2.05802406343502e-08
"PM","elmamoun_2013_M18","b",1.7715432458731,0.145168043763938,12.203396835421,7.42236768959778e-27
"PM","huang_2000_III","a",24.5293532273787,0.993992382531088,24.677606849378,3.4857061203935e-67
"PM","huang_2000_III","b",9.30928204629211,0.882334402067679,10.5507413339847,1.48164718670207e-21
"PM","curtis_1967_III","a",24.5289244862371,0.99395718099483,24.6780494726006,3.47510375557608e-67
"PM","curtis_1967_III","b",-9.30886594082167,0.882309459407184,-10.5505679912762,1.48350320937809e-21
"PM","burkhart_strub_1974","a",24.1708625405909,0.968869409388084,24.9474927233554,5.46480332898168e-68
"PM","burkhart_strub_1974","b",8.74210673224297,0.850040884547674,10.2843367785713,1.00610328192974e-20
"PM","staudhammer_lemay_2000","a",3.18512464610255,0.040083216468849,79.4628008103565,8.33872381425857e-172
"PM","staudhammer_lemay_2000","b",-8.74156631664495,0.850008089440611,-10.284097792996,1.00782574864659e-20
"PM","ogana_2018","a",0.116810771610584,0.0461271002743348,2.53236754350192,0.0119820171667719
"PM","ogana_2018","b",0.522427530664322,0.038357089914766,13.620103397448,1.5792542849999e-31
"PM","stoffels_1953","a",3.07027564589655,0.381890580963401,8.03967366294064,4.39740407279815e-14
"PM","stoffels_1953","b",0.522424119446566,0.0383569615151919,13.6200600571464,1.57977810511141e-31
"PM","power_model","a",3.07031049065814,0.381893452451318,8.03970445408338,4.39653767359778e-14
"PM","power_model","b",0.522420583526639,0.0383568277380778,13.6200153749425,1.58031832545037e-31
"PM","larsen_hann_1987","a",-62.8189381405102,991.470638474973,-0.0633593529679657,0.949534442856568
"PM","larsen_hann_1987","b",63.957668622682,991.253750139507,0.0645219941046183,0.948609680462418
"PM","larsen_hann_1987","c",0.00797609150323306,0.120992073651452,0.0659224299784312,0.947495869225687
"PM","elmamoun_2013_M1","a",2.3553559206587,0.3402258912534,6.92291792368158,4.18500799783477e-11
"PM","elmamoun_2013_M1","b",0.578368049620264,0.0443137764957576,13.051653353797,1.20968903267828e-29
"PM","hui_gadow_1993_III","a",2.3553559206587,0.3402258912534,6.92291792368158,4.18500799783477e-11
"PM","hui_gadow_1993_III","b",0.578368049620264,0.0443137764957576,13.051653353797,1.20968903267828e-29
"PM","elmamoun_2013_M3","a",-66.7680828118235,1116.10004978763,-0.0598226680704192,0.952347930183228
"PM","elmamoun_2013_M3","b",67.6456334429405,1115.81458900476,0.0606244389610252,0.951710055419863
"PM","elmamoun_2013_M3","c",0.00833753031344449,0.134392170486881,0.0620388098744068,0.950584883059905
"PM","elmamoun_2013_M21","a",-55.3746791024583,779.791947247723,-0.0710121197043689,0.943448762690755
"PM","elmamoun_2013_M21","b",56.2562146397866,779.507570063128,0.0721689138121272,0.942529129897584
"PM","elmamoun_2013_M21","c",-0.00997155492173049,0.13441921542857,-0.074182510959747,0.940928537033335
"PM","linear_model_II","a",1.22728335077548,0.7472204988775,1.64246477795932,0.101831121485368
"PM","linear_model_II","b",4.7311343437531,0.255271827984877,18.5337112250138,7.20863773372023e-48
"PM","strand_1958","a",0.0226138449359719,0.00322100341842732,7.02074540082708,2.3730506990301e-11
"PM","strand_1958","b",1.0323858232966,0.0915499107706445,11.2767540088923,7.70693554817606e-24
"PM","strand_1958","c",-2.00460686940152,0.206242652567136,-9.71965228554739,5.63669337648602e-19
"PM","linear_model_I","a",4.9124964948081,0.583113384754798,8.42459909726447,3.63019838232974e-15
"PM","linear_model_I","b",0.443946092114831,0.0247582918235707,17.931208472637,6.90997042042575e-46
"PM","lebedev_M24","a",1.37880430779973,0.027054202226781,50.9645154657289,1.12168643698726e-128
"PM","lebedev_M24","b",16476.1062288891,17214.1729143458,0.957124475911263,0.339492236728709
"PM","lebedev_M24","c",-21.55272464819,2.5886844121075,-8.32574436164797,7.03967585128397e-15
"PM","lebedev_M19","a",1.0000816359078,0.010191209244473,98.1317929911179,4.13868802944196e-192
"PM","lebedev_M19","b",-326.170941840153,41053.6606712059,-0.00794499044683052,0.993667650687469
"PM","lebedev_M19","c",328.136600702163,41053.5787156762,0.00799288663662506,0.99362947708114
"PM","ratkowsky_1990","a",-21.3837903503587,119.841035565772,-0.178434625914282,0.858536042306171
"PM","ratkowsky_1990","b",-21811.5943714475,217384.972023647,-0.1003362567725,0.920163285506465
"PM","ratkowsky_1990","c",-933.210928741529,4519.3660489305,-0.206491556257624,0.836586516192308
"PM","huang_1992_I","a",0.0612783519098565,0.447432907102644,0.136955398087872,0.89118381183117
"PM","huang_1992_I","b",1292.7759668777,3403.24047718909,0.379866182111663,0.704389290586336
"PM","huang_1992_I","c",-259.985985846369,306.42835536745,-0.848439712880389,0.397060199684977
"PM","logistic_model_13","b",-0.872693838373858,0.00507355731328425,-172.008274369712,3.63340708760133e-249
"PM","logistic_model_13","c",-0.0017939889476496,0.000177484249535055,-10.1078769093551,3.54356007159072e-20
"PM","lebedev_M3","a",-102004652816469,1.04484072277098e+21,-9.76269881077633e-08,0.999999922187756
"PM","lebedev_M3","b",12.869075514327,1.44739862829038,8.89117570156018,1.63239566819505e-16
"PM","lebedev_M5","a",2.36413102624643e-05,0.00296935750052125,0.00796175949117417,0.993654256786928
"PM","lebedev_M5","b",543416.846090291,68219740.2816947,0.00796568330290324,0.993651129466525
"PM","lebedev_M9","a",2.61544793269971e-05,0.00296416809374307,0.00882354795674559,0.992967404496463
"PM","lebedev_M9","b",491922.6407971,55720724.1702138,0.00882836050899825,0.992963568868128
"PM","elmamoun_2013_M6","a",40318902.6464617,9005437201.52826,0.00447717326146247,0.996431542803365
"PM","elmamoun_2013_M6","b",-48644.0825526818,5428629.47482437,-0.00896065623529327,0.992858128573708
"PM","huang_1992_VI","a",7.91238862819991,602.00822953959,0.0131433230310676,0.989524646250585
"PM","huang_1992_VI","b",1.68261996752578,74.2833844845007,0.0226513638171246,0.98194767544231
"PM","huang_1992_VI","c",-0.106484070703589,3.49165425695412,-0.0304967396160463,0.975696888351396
"PM","lebedev_M8","a",-6766702989619.45,1.94250517916275e+20,-3.48349289474534e-08,0.999999972235301
"PM","lebedev_M8","b",20.0859985989851,5.95853811966163,3.37096082891649,0.000875610512552045
"PM","elmamoun_2013_M22","a",1.54069551866656,856.669533497033,0.00179847124056956,0.998566560607028
"PM","elmamoun_2013_M22","b",58569.7739018517,159855438.36352,0.0003663921259198,0.999707973545945
"PM","elmamoun_2013_M22","c",-146.887501264059,88552.4789164361,-0.00165876216071457,0.998677913127921
