"species","model","term","estimate","std.error","statistic","p.value"
"DF","huang_1992_III","c",1.0169574652912,0.0274599303879058,37.0342331872445,5.61620317947993e-239
"DF","chapman_richards_model","a",43.9801396044063,0.608932237597222,72.2250143594745,0
"DF","chapman_richards_model","b",-0.0286247937869242,0.00129171670648152,-22.1602721736831,2.35702577229805e-99
"DF","chapman_richards_model","c",1.01694900423467,0.0274595924574422,37.0343808201366,5.59651153275949e-239
"DF","lebedev_M25_b","a",0.0286255859474783,0.0012917303311704,22.1606516907763,2.34052694551615e-99
"DF","lebedev_M25_b","b",0.983318318941817,0.0265516941605626,37.0341083697154,5.6329056806993e-239
"DF","lebedev_M25_b","c",43.9798012319052,0.608912058566999,72.2268521589248,0
"DF","huang_1992_II","a",44.0646863760705,0.693363238675239,63.5520949455899,0
"DF","huang_1992_II","b",0.0274821343077515,0.00126713461057936,21.6884094857026,1.37510980124163e-95
"DF","huang_1992_II","c",1.00653161183148,0.0185922760508952,54.1370840813769,0
"DF","weibull_model","a",44.0646863760705,0.693363238675239,63.5520949455899,0
"DF","weibull_model","b",0.0274821343077515,0.00126713461057936,21.6884094857026,1.37510980124163e-95
"DF","weibull_model","c",1.00653161183148,0.0185922760508952,54.1370840813769,0
"DF","elmamoun_2013_M19","a",41.5715924334152,0.600349060821917,69.2457024526715,0
"DF","elmamoun_2013_M19","b",-0.0205631654396265,0.00109260629782607,-18.8202882232515,6.31132163843983e-74
"DF","elmamoun_2013_M19","c",1.09351593379172,0.0202168827211604,54.0892455515496,0
"DF","yang_1978","a",41.5715924334152,0.600349060821917,69.2457024526715,0
"DF","yang_1978","b",-0.0205631654396265,0.00109260629782607,-18.8202882232515,6.31132163843983e-74
"DF","yang_1978","c",1.09351593379172,0.0202168827211604,54.0892455515496,0
"DF","strand_1958","a",0.0172862292193551,0.000325239045286205,53.149305010853,0
"DF","strand_1958","b",0.623073890727657,0.0207725137423668,29.9951126982219,1.00252576749608e-168
"DF","strand_1958","c",1.40966974139191,0.273952465970643,5.14567275894851,2.87625786137655e-07
"DF","huang_1992_IV","a",0.272476524222312,0.0408709040103466,6.6667603964261,3.21757068611306e-11
"DF","huang_1992_IV","b",2.31185824962846,0.106909253835176,21.62449148876,4.40840072215593e-95
"DF","huang_1992_IV","c",0.162171429188132,0.00393827147067437,41.1783266836003,2.23760314965639e-282
"DF","curtis_1967_II","a",1.38616550614249,0.0186954873332,74.1443901107033,0
"DF","curtis_1967_II","b",0.0222085790483274,0.000590154704430413,37.6317919379495,3.4833663726609e-245
"DF","huang_1992_V","a",62.4158111959297,0.864256941932683,72.2190452486887,0
"DF","huang_1992_V","b",45.0277065948527,1.19653385992504,37.6317863647198,3.48383038564413e-245
"DF","hyperbolic_model_I","a",62.4158993082544,0.864259323362695,72.2189482034213,0
"DF","hyperbolic_model_I","b",45.027831978954,1.19653753494525,37.6317755723511,3.48472910660432e-245
"DF","peschel_1938_II","a",0.137681640984304,0.000624536443846891,220.45413416748,0
"DF","peschel_1938_II","b",1.80177269109333,0.0241607520668623,74.5743628388352,0
